i,Pref[i],Char[i],Used[i]
5819,5191,13,1
5820,4224,99,3
5821,3684,105,3
5822,4227,116,4
5823,5610,32,2
5824,848,97,4
5825,3690,41,4
5826,5202,46,3
5827,5225,116,26
5828,299,80,1
5829,5205,40,6
5830,43,70,5
5831,4239,32,4
5832,4846,114,3
5833,3704,41,3
5834,4243,46,4
5835,5827,111,25
5836,5212,101,9
5837,4247,114,3
5838,3882,40,3
5839,4250,32,3
5840,5217,10,17
5841,632,46,2
5842,5835,32,24
5843,5220,97,3
5844,4390,101,4
5845,4392,32,8
5846,5840,52,1
5847,4261,111,5
5848,3755,97,7
5849,5227,105,3
5850,932,66,6
5851,5349,66,1
5852,5232,46,4
5853,4271,116,5
5854,2604,110,3
5855,4273,101,3
5856,3750,101,4
5857,104,33,2
5858,3752,46,5
5859,5842,77,16
5860,4281,45,1
5861,3759,48,5
5862,5245,115,1
5863,4284,46,2
5864,1165,105,6
5865,5249,101,2
5866,3766,110,5
5867,5252,117,4
5868,3769,78,3
5869,5254,101,6
5870,4293,32,1
5871,4621,111,3
5872,5259,32,4
5873,5840,57,3
5874,5262,119,6
5875,3733,112,1
5876,5264,32,5
5877,3784,107,2
5878,5267,10,4
5879,4305,46,2
5880,5269,118,5
5881,4307,111,3
5882,3800,115,6
5883,5279,73,4
5884,4312,49,5
5885,52,49,7
5886,5276,100,2
5887,3799,114,3
5888,4317,97,6
5889,5273,32,3
5890,5280,13,3
5891,3804,46,3
5892,5283,109,4
5893,4325,108,3
5894,5286,111,4
5895,4498,101,17
5896,5288,49,2
5897,52,51,7
5898,4331,80,4
5899,3819,32,4
5900,601,111,3
5901,5293,111,3
5902,4297,49,1
5903,4337,46,6
5904,5290,71,5
5905,4339,32,3
5906,698,97,3
5907,5297,66,3
5908,3832,40,4
5909,4345,82,4
5910,5300,41,4
5911,4348,53,3
5912,3839,111,4
5913,5848,107,6
5914,867,68,3
5915,5305,97,7
5916,4355,116,1
5917,5307,10,4
5918,4357,46,3
5919,5309,111,4
5920,5836,32,8
5921,848,32,2
5922,583,116,6
5923,3854,101,3
5924,620,111,9
5925,5316,32,2
5926,5840,13,5
5927,5150,32,8
5928,5779,78,3
5929,5523,78,1
5930,4374,10,4
5931,13,83,3
5932,5324,99,4
5933,4377,81,2
5934,3869,120,3
5935,4380,41,3
5936,745,32,3
5937,1177,13,1
5938,260,69,5
5939,72,100,1
5940,1898,116,2
5941,925,32,2
5942,314,121,6
5943,5356,83,2
5944,86,117,5
5945,312,102,3
5946,2564,32,3
5947,3741,98,1
5948,3743,13,3
5949,4205,97,1
5950,547,73,3
5951,76,45,6
5952,48,87,1
5953,4105,97,1
5954,456,39,1
5955,880,105,1
5956,726,97,4
5957,886,97,1
5958,3190,117,2
5959,826,63,1
5960,66,13,3
5961,692,89,1
5962,2097,118,1
5963,1133,97,5
5964,886,104,2
5965,319,100,2
5966,3492,111,1
5967,675,111,1
5968,1005,121,1
5969,1150,111,1
5970,311,108,3
5971,1611,108,2
5972,2181,116,1
5973,5701,32,2
5974,2283,118,1
5975,5070,32,1
5976,2874,46,1
5977,3707,101,1
5978,1373,115,1
5979,1659,114,1
5980,5100,10,2
5981,13,99,7
5982,1380,110,1
5983,5045,46,2
5984,4744,32,8
5985,966,116,1
5986,5682,100,1
5987,980,98,1
5988,1491,111,1
5989,3367,114,1
5990,681,115,1
5991,1920,111,1
5992,5584,98,1
5993,2471,32,2
5994,393,117,1
5995,1648,46,1
5996,3957,97,2
5997,5950,73,2
5998,5951,80,1
5999,501,114,1
6000,3124,111,1
6001,3416,115,1
6002,350,101,2
6003,613,99,4
6004,102,46,4
6005,1397,73,1
6006,2302,116,1
6007,3267,101,3
6008,5924,110,8
6009,1952,32,1
6010,5076,119,1
6011,4085,115,1
6012,2146,107,1
6013,3178,44,1
6014,3128,101,1
6015,2126,105,1
6016,2208,32,2
6017,4846,97,1
6018,3368,114,1
6019,4989,107,3
6020,110,46,2
6021,1681,97,1
6022,1103,116,4
6023,5682,115,2
6024,424,13,3
6025,1919,117,3
6026,4687,115,2
6027,4923,112,1
6028,4641,105,1
6029,4509,99,1
6030,2255,100,2
6031,980,102,1
6032,4161,80,1
6033,83,108,3
6034,4689,98,1
6035,1004,121,1
6036,2490,80,1
6037,541,110,1
6038,584,104,1
6039,3175,32,1
6040,266,117,1
6041,1574,108,1
6042,495,114,3
6043,3590,101,1
6044,6003,46,3
6045,327,105,2
6046,395,105,3
6047,5582,117,1
6048,826,13,1
6049,2745,105,4
6050,3994,116,2
6051,6007,114,2
6052,2430,115,1
6053,4463,97,2
6054,5659,44,2
6055,963,100,1
6056,4838,114,1
6057,5806,101,1
6058,6044,32,2
6059,568,108,3
6060,5112,32,1
6061,4988,121,2
6062,1774,97,2
6063,1818,105,2
6064,523,115,2
6065,2909,117,1
6066,2191,32,2
6067,486,105,1
6068,1320,115,1
6069,350,99,2
6070,5481,97,1
6071,345,111,1
6072,700,115,1
6073,646,115,2
6074,794,116,1
6075,5470,116,2
6076,6051,115,1
6077,2974,46,1
6078,1344,104,1
6079,308,121,1
6080,1914,115,3
6081,2351,117,1
6082,1868,116,1
6083,905,39,1
6084,42,66,1
6085,69,73,6
6086,1447,76,7
6087,876,77,2
6088,80,69,20
6089,777,76,5
6090,779,84,5
6091,87,69,20
6092,1449,39,1
6093,42,27,1
6094,30,111,1
6095,493,116,1
6096,4149,46,1
6097,4692,111,1
6098,675,13,1
6099,5689,109,1
6100,4895,110,1
6101,382,39,1
6102,880,115,1
6103,1711,32,1
6104,4988,105,1
6105,5382,108,2
6106,5118,111,1
6107,515,111,1
6108,590,115,1
6109,1209,121,2
6110,6080,44,1
6111,47,116,1
6112,3096,100,1
6113,589,41,1
6114,2528,71,1
6115,3455,104,1
6116,371,100,1
6117,1321,116,1
6118,2345,32,3
6119,1634,33,1
6120,5777,10,9
6121,3660,97,2
6122,5997,73,1
6123,5951,71,1
6124,5234,105,2
6125,523,98,1
6126,3201,101,1
6127,4602,10,1
6128,4177,104,1
6129,3501,73,1
6130,3537,97,4
6131,3542,117,1
6132,5486,32,4
6133,2414,110,1
6134,3001,116,1
6135,1299,101,3
6136,512,46,2
6137,2301,116,3
6138,533,117,2
6139,404,117,4
6140,2191,108,1
6141,3094,110,1
6142,711,121,1
6143,1028,111,1
6144,4529,115,4
6145,2197,105,2
6146,3994,112,1
6147,3489,119,1
6148,2851,115,1
6149,6024,10,2
6150,3108,114,2
6151,3069,115,1
6152,2197,111,3
6153,4529,32,1
6154,5678,100,1
6155,915,46,2
6156,3078,105,1
6157,5591,116,1
6158,533,97,15
6159,355,115,3
6160,375,111,1
6161,671,44,1
6162,833,71,3
6163,1601,84,5
6164,1419,66,1
6165,69,85,7
6166,88,83,26
6167,790,69,4
6168,72,68,12
6169,1403,70,3
6170,73,79,14
6171,1410,32,5
6172,378,69,5
6173,72,73,6
6174,762,71,17
6175,74,32,16
6176,5236,79,1
6177,752,68,3
6178,71,89,1
6179,769,10,3
6180,3609,101,5
6181,5151,47,3
6182,4170,13,5
6183,692,44,1
6184,47,76,1
6185,79,79,25
6186,82,85,27
6187,88,68,2
6188,1403,65,2
6189,3939,68,10
6190,71,44,1
6191,833,79,2
6192,82,66,2
6193,69,78,1
6194,1417,88,1
6195,91,73,2
6196,76,79,16
6197,6186,83,5
6198,2469,101,1
6199,5555,46,1
6200,458,84,1
6201,625,121,2
6202,3993,108,1
6203,420,97,3
6204,374,107,2
6205,817,121,1
6206,839,101,1
6207,3195,97,2
6208,5659,58,1
6209,690,71,1
6210,74,105,1
6211,1577,116,1
6212,4033,32,2
6213,3404,10,4
6214,1806,101,1
6215,6008,115,2
6216,6053,109,1
6217,511,44,1
6218,833,112,3
6219,1807,32,1
6220,35,35,1
6221,38,32,1
6222,2421,116,3
6223,3459,46,2
6224,5489,115,3
6225,6152,114,2
6226,1553,115,2
6227,5491,101,1
6228,4419,119,1
6229,4533,44,2
6230,4425,98,1
6231,1959,99,1
6232,2493,102,2
6233,4709,46,1
6234,5996,114,1
6235,1071,73,1
6236,76,86,3
6237,89,45,1
6238,48,83,1
6239,86,99,3
6240,663,111,3
6241,2624,116,1
6242,281,105,2
6243,2849,115,1
6244,4166,84,1
6245,625,115,1
6246,708,97,3
6247,1312,97,1
6248,3188,114,1
6249,6019,115,1
6250,1385,97,3
6251,1730,99,1
6252,4750,32,6
6253,3089,101,5
6254,4522,99,1
6255,6240,108,2
6256,111,58,1
6257,5387,10,9
6258,3693,45,1
6259,4365,108,1
6260,5251,116,2
6261,533,79,1
6262,1888,101,1
6263,1547,97,2
6264,1369,32,1
6265,1665,114,1
6266,313,82,2
6267,3749,97,1
6268,3566,119,1
6269,1107,101,2
6270,1031,41,1
6271,697,87,1
6272,4105,105,1
6273,1549,32,1
6274,4497,119,4
6275,4490,114,7
6276,313,40,1
6277,1473,114,2
6278,6266,101,1
6279,2284,32,6
6280,640,107,1
6281,867,60,1
6282,63,45,12
6283,48,73,1
6284,5058,117,1
6285,4687,116,1
6286,2214,97,1
6287,456,41,1
6288,1478,111,1
6289,2781,32,1
6290,4081,108,1
6291,2549,102,2
6292,1743,105,1
6293,368,115,1
6294,2129,97,4
6295,348,105,3
6296,523,39,1
6297,42,83,6
6298,86,80,3
6299,83,69,17
6300,72,69,4
6301,6168,39,1
6302,764,111,2
6303,971,39,1
6304,42,76,1
6305,79,117,1
6306,1481,101,1
6307,512,39,1
6308,6302,114,1
6309,313,119,1
6310,1667,101,2
6311,5759,105,1
6312,3316,101,6
6313,1227,101,1
6314,6215,13,1
6315,4860,111,1
6316,3483,107,6
6317,5344,46,1
6318,5692,117,3
6319,821,110,1
6320,5384,100,4
6321,1298,111,3
6322,272,102,1
6323,3219,116,1
6324,619,105,4
6325,3467,99,1
6326,823,98,1
6327,1004,46,1
6328,265,74,2
6329,1573,115,1
6330,375,27,1
6331,30,115,1
6332,1237,110,2
6333,485,110,1
6334,1637,116,2
6335,6075,104,1
6336,4955,119,1
6337,4941,101,2
6338,5046,13,1
6339,1193,112,1
6340,4109,116,1
6341,6324,114,3
6342,313,108,2
6343,5266,101,1
6344,289,46,4
6345,4889,110,2
6346,1056,108,1
6347,3583,118,3
6348,5963,32,1
6349,3567,101,2
6350,5121,116,1
6351,3267,114,1
6352,960,99,1
6353,1701,112,2
6354,1085,108,2
6355,5635,114,1
6356,4749,97,1
6357,5964,105,1
6358,1336,47,1
6359,50,104,1
6360,892,13,1
6361,1919,97,2
6362,6295,110,2
6363,845,116,4
6364,3379,121,1
6365,2488,97,1
6366,989,32,1
6367,3540,32,4
6368,1362,100,1
6369,446,119,1
6370,5651,100,1
6371,2634,103,1
6372,3144,97,1
6373,4998,111,1
6374,1262,119,1
6375,5696,32,1
6376,2283,109,2
6377,477,105,2
6378,354,110,4
6379,488,110,1
6380,382,109,1
6381,2363,115,2
6382,5725,10,5
6383,13,84,2
6384,6201,32,1
6385,822,104,5
6386,371,99,1
6387,1203,116,1
6388,905,107,1
6389,3178,115,1
6390,2706,99,1
6391,4908,32,3
6392,3447,97,1
6393,964,45,1
6394,586,73,1
6395,6174,79,1
6396,82,33,1
6397,36,45,3
6398,48,103,1
6399,1821,101,1
6400,3662,119,1
6401,2495,116,1
6402,3096,102,1
6403,1975,33,1
6404,6120,50,1
6405,53,45,1
6406,48,77,1
6407,2428,112,1
6408,1938,115,2
6409,4367,108,3
6410,2432,97,1
6411,1818,111,1
6412,2506,58,1
6413,61,73,1
6414,76,109,1
6415,824,101,2
6416,6008,97,4
6417,796,110,2
6418,3302,32,1
6419,4548,97,2
6420,2021,101,1
6421,6344,32,3
6422,2797,104,8
6423,3501,99,1
6424,6252,100,1
6425,4059,32,1
6426,5942,13,1
6427,3405,97,4
6428,4849,110,1
6429,845,104,1
6430,5746,101,3
6431,4462,32,2
6432,1068,116,1
6433,3304,99,3
6434,1523,114,1
6435,982,97,1
6436,6362,103,1
6437,334,104,1
6438,3317,115,1
6439,417,114,1
6440,1009,97,1
6441,398,44,1
6442,5091,32,3
6443,4546,115,2
6444,2331,99,1
6445,4141,117,1
6446,4852,39,1
6447,3509,97,1
6448,1145,98,2
6449,2868,46,1
6450,497,85,1
6451,88,115,3
6452,6246,32,2
6453,5236,69,3
6454,2229,116,1
6455,6433,104,2
6456,4218,32,7
6457,2043,97,1
6458,6054,32,1
6459,1154,97,3
6460,2712,111,1
6461,1334,118,1
6462,2434,105,1
6463,3428,44,2
6464,1013,98,1
6465,101,118,1
6466,1324,117,1
6467,3515,121,1
6468,124,33,1
6469,2989,32,11
6470,544,114,3
6471,828,101,1
6472,1019,97,3
6473,6159,108,1
6474,786,112,1
6475,115,13,1
6476,1947,97,5
6477,1730,105,1
6478,6016,87,1
6479,652,114,1
6480,3124,105,2
6481,523,67,1
6482,70,97,8
6483,2234,40,1
6484,6277,32,1
6485,1068,100,1
6486,1053,99,1
6487,1701,101,1
6488,482,99,1
6489,102,121,3
6490,5452,111,3
6491,1025,105,1
6492,6463,32,1
6493,6222,99,2
6494,6004,41,2
6495,697,97,2
6496,5592,105,1
6497,6046,116,2
6498,836,117,1
6499,1896,97,3
6500,374,13,2
6501,2176,116,1
6502,6455,101,1
6503,6421,83,1
6504,735,110,1
6505,1954,116,1
6506,3651,111,1
6507,920,40,1
6508,1541,111,1
6509,2982,32,1
6510,2730,32,3
6511,6443,32,1
6512,4877,100,3
6513,959,101,1
6514,3662,105,1
6515,2282,112,2
6516,1807,111,2
6517,1005,98,1
6518,1004,111,3
6519,2945,41,1
6520,6495,110,1
6521,2648,97,2
6522,348,13,1
6523,6476,116,4
6524,3651,105,1
6525,729,104,2
6526,6430,119,1
6527,3517,107,6
6528,817,119,2
6529,2853,110,1
6530,3172,98,2
6531,1062,105,1
6532,3186,111,2
6533,1842,114,1
6534,3174,101,1
6535,2494,97,1
6536,1145,99,1
6537,1523,97,1
6538,6417,103,1
6539,334,111,1
6540,1785,97,5
6541,355,116,3
6542,376,115,2
6543,375,46,1
6544,5520,77,2
6545,4168,89,13
6546,3611,41,5
6547,5153,10,5
6548,13,80,3
6549,3032,32,3
6550,35,86,2
6551,89,73,6
6552,5951,32,1
6553,3723,105,1
6554,4010,111,1
6555,907,101,2
6556,1188,112,1
6557,4641,46,1
6558,1812,73,1
6559,4312,13,1
6560,260,71,4
6561,4656,32,1
6562,3741,121,1
6563,349,32,2
6564,2235,102,1
6565,2131,32,1
6566,2414,103,1
6567,3345,122,1
6568,4982,110,3
6569,292,46,2
6570,1344,110,2
6571,4700,98,2
6572,5677,116,1
6573,3096,117,1
6574,6139,97,3
6575,2814,104,1
6576,4158,32,1
6577,4877,32,1
6578,2219,13,1
6579,260,39,1
6580,42,67,1
6581,6482,112,1
6582,4641,97,1
6583,4001,32,2
6584,544,32,1
6585,611,114,1
6586,317,101,1
6587,946,110,1
6588,845,67,1
6589,6482,114,3
6590,3704,39,1
6591,42,46,1
6592,6224,32,2
6593,2298,116,1
6594,905,67,3
6595,448,46,1
6596,5445,97,1
6597,1730,104,1
6598,4180,32,3
6599,3543,101,1
6600,1045,115,1
6601,6069,97,1
6602,2102,115,1
6603,2742,111,4
6604,503,13,1
6605,3208,109,1
6606,112,46,3
6607,6318,32,2
6608,4891,101,1
6609,5121,115,1
6610,628,108,2
6611,4828,116,2
6612,533,108,4
6613,3583,115,2
6614,2243,49,1
6615,52,50,8
6616,53,32,14
6617,3875,120,1
6618,2570,115,1
6619,1823,103,1
6620,1110,111,1
6621,1902,33,1
6622,2989,83,1
6623,86,105,1
6624,4575,32,1
6625,756,101,1
6626,4919,117,1
6627,1123,33,1
6628,2989,65,1
6629,68,108,5
6630,5112,13,1
6631,5124,100,1
6632,4499,116,1
6633,6023,101,1
6634,3982,49,1
6635,3988,97,1
6636,3229,101,4
6637,1067,102,1
6638,4161,116,3
6639,6594,111,2
6640,562,117,2
6641,1909,98,2
6642,101,105,7
6643,5382,32,1
6644,5236,101,3
6645,3014,114,1
6646,2245,97,1
6647,964,84,1
6648,3829,112,1
6649,3539,67,1
6650,401,117,1
6651,4687,46,1
6652,4591,103,1
6653,4568,32,1
6654,1786,13,1
6655,260,117,1
6656,2643,102,1
6657,2743,116,3
6658,905,49,1
6659,5885,32,2
6660,1102,112,2
6661,491,115,1
6662,323,32,6
6663,6422,101,4
6664,4890,42,1
6665,45,42,6
6666,45,72,1
6667,75,65,22
6668,68,86,2
6669,89,69,16
6670,72,42,1
6671,6665,32,2
6672,393,98,1
6673,1908,121,1
6674,383,56,1
6675,5373,111,1
6676,4948,109,1
6677,591,116,4
6678,5973,111,1
6679,5733,32,1
6680,6213,100,1
6681,1582,108,1
6682,6611,32,1
6683,4013,111,4
6684,2316,36,1
6685,39,49,1
6686,52,79,1
6687,755,97,1
6688,1760,114,2
6689,4907,107,2
6690,6020,32,1
6691,6470,100,1
6692,4499,97,2
6693,1007,116,1
6694,3143,32,1
6695,35,38,2
6696,3232,101,1
6697,3012,116,1
6698,3143,33,1
6699,6120,80,1
6700,6549,86,1
6701,6551,73,2
6702,5951,70,1
6703,602,110,1
6704,2952,117,1
6705,603,102,1
6706,862,33,1
6707,6120,84,1
6708,87,114,1
6709,1075,116,2
6710,1916,46,1
6711,5128,108,1
6712,6260,32,1
6713,601,76,3
6714,79,69,25
6715,385,32,2
6716,2421,103,1
6717,701,115,1
6718,6109,111,1
6719,3649,97,5
6720,1580,102,1
6721,3219,39,1
6722,42,101,2
6723,4919,97,1
6724,1730,97,3
6725,355,118,1
6726,630,116,1
6727,5764,102,1
6728,529,105,1
6729,3428,46,1
6730,438,101,1
6731,3525,39,1
6732,6722,109,1
6733,4757,10,1
6734,13,105,3
6735,3088,102,1
6736,4634,115,1
6737,1539,105,1
6738,3903,99,1
6739,1161,112,1
6740,2268,111,6
6741,1206,101,1
6742,3411,41,1
6743,697,105,1
6744,6312,105,1
6745,3467,114,1
6746,1009,103,1
6747,1950,44,1
6748,1646,108,1
6749,1347,104,3
6750,371,115,5
6751,2351,102,1
6752,841,114,3
6753,6480,116,1
6754,4853,44,2
6755,2658,116,2
6756,6223,84,1
6757,4178,13,1
6758,5581,115,2
6759,1754,105,3
6760,1132,105,1
6761,523,104,1
6762,5770,32,2
6763,4648,104,2
6764,1855,46,1
6765,4314,108,2
6766,2921,32,1
6767,6061,32,1
6768,4917,116,2
6769,5235,97,1
6770,1749,97,1
6771,1103,109,1
6772,6381,101,1
6773,1930,110,1
6774,4700,102,1
6775,480,105,2
6776,1320,103,1
6777,1198,32,1
6778,981,13,1
6779,2176,108,1
6780,5009,32,1
6781,343,97,1
6782,714,47,1
6783,50,102,1
6784,992,103,1
6785,2424,32,2
6786,4223,10,4
6787,6121,114,1
6788,1071,86,1
6789,6701,73,1
6790,5951,77,1
6791,4286,99,2
6792,6004,32,1
6793,415,121,2
6794,349,13,1
6795,3906,45,1
6796,48,67,2
6797,6589,100,2
6798,3492,116,1
6799,2296,102,2
6800,904,111,1
6801,1699,105,1
6802,5735,111,1
6803,5444,13,1
6804,361,45,1
6805,4365,114,1
6806,3713,107,1
6807,817,99,2
6808,1945,108,1
6809,1260,32,1
6810,682,98,2
6811,6518,111,1
6812,997,110,1
6813,616,41,2
6814,2915,10,1
6815,632,45,1
6816,586,111,1
6817,3876,116,1
6818,3273,32,3
6819,3044,115,1
6820,4940,105,1
6821,3994,102,1
6822,4905,101,2
6823,1705,111,1
6824,6144,46,2
6825,5379,111,2
6826,5320,47,4
6827,6182,10,4
6828,693,52,1
6829,55,45,1
6830,586,108,1
6831,4125,116,3
6832,6341,32,2
6833,1335,114,1
6834,793,32,1
6835,2637,32,4
6836,6768,105,1
6837,523,110,3
6838,570,105,4
6839,302,115,1
6840,4181,101,3
6841,104,104,1
6842,4771,100,1
6843,1298,104,5
6844,4955,105,1
6845,6312,32,4
6846,1671,118,1
6847,1133,119,1
6848,990,46,1
6849,497,53,1
6850,4199,71,1
6851,3396,111,1
6852,1334,111,1
6853,1990,32,1
6854,640,115,1
6855,5389,111,1
6856,1642,46,1
6857,3206,101,3
6858,1019,114,2
6859,290,100,1
6860,446,111,4
6861,4948,105,1
6862,3467,108,1
6863,5419,46,1
6864,497,54,1
6865,810,84,1
6866,87,82,12
6867,85,87,1
6868,90,45,1
6869,284,111,1
6870,2713,102,1
6871,2743,103,1
6872,835,116,1
6873,5235,116,2
6874,6832,99,1
6875,6030,115,1
6876,6382,55,1
6877,4016,80,1
6878,83,117,5
6879,3164,104,1
6880,1585,76,1
6881,6185,79,4
6882,82,75,3
6883,78,83,4
6884,2469,108,1
6885,2181,97,1
6886,2546,109,1
6887,2159,32,4
6888,5511,105,1
6889,3467,109,1
6890,6377,108,1
6891,3739,111,1
6892,114,120,10
6893,4818,40,1
6894,1788,100,1
6895,4972,32,3
6896,1962,116,1
6897,376,58,1
6898,61,84,1
6899,4178,32,2
6900,906,114,1
6901,6226,13,1
6902,988,119,1
6903,1510,111,1
6904,675,33,1
6905,3837,79,1
6906,82,104,3
6907,308,119,1
6908,6229,32,1
6909,1661,116,3
6910,2684,32,2
6911,2230,32,1
6912,534,73,1
6913,557,46,1
6914,5475,10,2
6915,13,68,1
6916,5783,110,5
6917,711,111,1
6918,5333,101,3
6919,5787,111,1
6920,993,116,3
6921,5789,105,1
6922,4405,108,3
6923,5419,32,3
6924,1566,84,1
6925,791,40,1
6926,5796,53,4
6927,805,45,1
6928,4200,54,5
6929,5800,54,2
6930,5802,13,1
6931,4204,10,4
6932,3608,80,2
6933,5178,32,2
6934,5807,107,1
6935,4209,116,3
6936,5182,110,2
6937,5811,117,3
6938,3670,13,3
6939,782,32,17
6940,668,45,3
6941,5815,97,3
6942,374,104,4
6943,6456,87,4
6944,5190,13,2
6945,799,13,4
6946,5820,111,2
6947,5195,105,2
6948,5822,105,3
6949,5599,102,2
6950,3341,110,6
6951,5199,99,3
6952,4232,41,4
6953,5826,32,2
6954,4254,32,19
6955,393,80,1
6956,5829,70,5
6957,5831,110,2
6958,4241,115,2
6959,3705,10,5
6960,389,46,3
6961,5859,97,15
6962,3724,68,1
6963,5214,111,6
6964,114,40,2
6965,5839,66,2
6966,3823,51,3
6967,610,32,5
6968,5303,97,10
6969,5227,101,1
6970,5845,66,6
6971,5224,32,1
6972,6954,116,18
6973,4280,97,2
6974,5849,103,2
6975,5348,117,4
6976,5571,66,4
6977,5852,32,3
6978,3395,101,3
6979,4272,103,2
6980,334,82,3
6981,5237,110,2
6982,1924,33,1
6983,5858,32,4
6984,6972,111,17
6985,5920,77,1
6986,5244,39,11
6987,5246,55,2
6988,5248,115,2
6989,4287,108,3
6990,5251,101,1
6991,3768,115,4
6992,350,78,4
6993,5869,115,5
6994,646,56,2
6995,5257,111,4
6996,5872,66,1
6997,3823,57,2
6998,5874,32,5
6999,3782,99,1
7000,4302,111,3
7001,6316,115,4
7002,646,49,3
7003,412,46,5
7004,5880,101,4
7005,5271,111,3
7006,5882,116,5
7007,4319,32,7
7008,3795,49,1
7009,5885,46,3
7010,4314,110,3
7011,5277,111,2
7012,7006,105,4
7013,3794,93,2
7014,4321,49,4
7015,6615,46,4
7016,5892,97,3
7017,3808,108,4
7018,5894,119,3
7019,6275,13,5
7020,4330,46,2
7021,5290,80,3
7022,5899,70,3
7023,4334,32,1
7024,5840,49,3
7025,5903,32,5
7026,783,71,2
7027,5905,84,2
7028,4341,107,4
7029,3831,111,3
7030,3876,40,4
7031,5909,56,3
7032,4347,13,3
7033,262,53,3
7034,5912,119,3
7035,4255,97,6
7036,4352,121,2
7037,4354,109,7
7038,931,116,2
7039,5917,49,3
7040,52,54,3
7041,4358,119,4
7042,269,84,1
7043,5310,101,3
7044,1758,32,1
7045,5922,105,5
7046,5314,101,3
7047,6416,108,3
7048,5317,111,3
7049,4369,10,2
7050,5521,101,4
7051,6181,78,2
7052,3862,32,8
7053,278,13,1
7054,5323,101,4
7055,4376,116,4
7056,3868,61,2
7057,5327,116,2
7058,4381,32,4
7059,5671,13,1
7060,5938,100,2
7061,5940,101,1
7062,1121,98,4
7063,3890,58,1
7064,690,83,1
7065,5944,114,1
7066,117,102,1
7067,5946,66,1
7068,514,98,1
7069,5948,10,2
7070,13,95,1
7071,4395,95,15
7072,7071,95,12
7073,7072,95,10
7074,7073,95,7
7075,7074,95,5
7076,7075,95,4
7077,98,13,3
7078,5346,32,28
7079,266,79,4
7080,752,32,3
7081,754,32,10
7082,273,65,2
7083,68,75,2
7084,78,69,13
7085,777,77,2
7086,6986,115,10
7087,646,95,1
7088,7076,95,3
7089,7088,95,2
7090,7089,95,1
7091,7071,13,1
7092,748,84,1
7093,6899,102,1
7094,5593,32,1
7095,3410,97,1
7096,4867,119,2
7097,5651,104,2
7098,1106,32,1
7099,393,109,4
7100,4012,77,1
7101,7086,32,2
7102,1176,115,3
7103,522,109,2
7104,931,108,1
7105,1319,114,1
7106,5092,121,1
7107,4682,101,3
7108,277,115,9
7109,5396,108,3
7110,420,101,3
7111,5573,112,5
7112,5332,115,3
7113,522,118,2
7114,630,13,1
7115,3405,104,2
7116,2439,103,1
7117,658,115,2
7118,6250,116,2
7119,2620,97,1
7120,1103,76,1
7121,6185,85,1
7122,6187,32,1
7123,2491,105,1
7124,4624,115,1
7125,6382,13,2
7126,799,84,1
7127,2019,104,1
7128,2439,100,2
7129,3298,116,1
7130,5038,114,1
7131,1071,119,1
7132,5651,109,2
7133,4434,110,1
7134,845,77,1
7135,7101,105,1
7136,2500,101,2
7137,1227,111,2
7138,5895,114,16
7139,117,46,3
7140,5984,107,1
7141,844,100,1
7142,6860,102,1
7143,1743,111,1
7144,7138,13,6
7145,6523,32,3
7146,2532,97,1
7147,5014,105,1
7148,7136,32,1
7149,4420,108,1
7150,629,101,1
7151,1255,121,1
7152,7107,32,1
7153,6253,100,2
7154,3076,110,3
7155,2952,105,1
7156,337,101,5
7157,737,114,1
7158,6689,101,1
7159,4698,32,2
7160,4621,116,3
7161,5145,109,1
7162,477,100,3
7163,468,111,1
7164,5600,80,1
7165,501,116,1
7166,399,115,5
7167,539,117,3
7168,3948,80,2
7169,3855,99,1
7170,572,108,7
7171,712,114,5
7172,1039,116,12
7173,2436,75,1
7174,78,67,2
7175,70,73,5
7176,6196,32,1
7177,35,44,1
7178,833,65,9
7179,6629,117,2
7180,4580,105,1
7181,4803,38,1
7182,3232,83,1
7183,5944,108,2
7184,426,117,3
7185,4712,32,1
7186,3619,111,2
7187,6719,110,4
7188,1277,97,1
7189,2415,112,1
7190,1980,13,2
7191,7078,32,27
7192,3963,52,1
7193,55,13,6
7194,2994,105,2
7195,7156,99,1
7196,3269,97,2
7197,3810,101,1
7198,4698,46,1
7199,458,111,1
7200,503,44,1
7201,2599,99,2
7202,1871,109,4
7203,5037,32,1
7204,3447,111,2
7205,5584,97,1
7206,3190,118,2
7207,1133,105,1
7208,333,114,3
7209,3902,101,2
7210,4096,46,1
7211,6857,116,2
7212,5094,97,1
7213,2021,13,1
7214,1193,102,2
7215,5109,115,2
7216,708,105,2
7217,354,115,1
7218,2742,105,2
7219,3348,111,1
7220,948,112,2
7221,4489,100,8
7222,6692,115,1
7223,1659,32,1
7224,1141,46,1
7225,890,79,1
7226,82,98,1
7227,101,116,1
7228,5414,110,3
7229,4183,112,1
7230,5026,97,1
7231,2212,111,1
7232,2781,110,1
7233,3001,115,1
7234,7109,108,2
7235,665,10,5
7236,4436,99,1
7237,1945,101,1
7238,3491,32,2
7239,4173,120,2
7240,4818,116,2
7241,6212,66,1
7242,69,89,2
7243,774,87,1
7244,90,69,3
7245,6173,71,2
7246,74,72,7
7247,75,84,7
7248,1419,105,1
7249,6845,102,1
7250,1617,108,1
7251,303,111,4
7252,114,105,4
7253,523,114,1
7254,7172,105,4
7255,797,115,1
7256,7125,10,1
7257,3693,32,2
7258,949,116,3
7259,4831,32,3
